id|en|fixed_uk
252| 6 all regular and foreign election precincts shall exist on a permanent basis  a special election precinct may exist on a permanent or temporary basis as provided for by this code|6 звичайна та закордонна виборчі дільниці існують на постійній основі спеціальна виборча дільниця може існувати на постійній чи тимчасовій основі у випадках передбачених цим кодексом
1471| 4 a person doing an alternative nonmilitary service|4 особа яка проходить альтернативну невійськову службу
1228| 2 a candidate for the president of ukraine who has been registered by the central election commission shall create hisher own election fund for financing the election campaign including preelection campaigning which shall be formed in the manner prescribed by this code|2 кандидат на пост президента україни зареєстрований центральною виборчою комісією для фінансування своєї виборчої кампанії в тому числі передвиборної агітації зобовязаний утворити свій виборчий фонд що формується в порядку встановленому цим кодексом
4218| 12 a candidates proxy shall be entitled to|12 довірена особа кандидата має право
4153| 9 the party organisation representative in the election commission the party organisation authorised person shall be entitled in any time before the voting day to tender to the respective election commission a letter on resignation of hisher powers|9 представник організації партії у виборчій комісії уповноважена особа організації партії мають право у будьякий час до завершення виборчого процесу звернутися до відповідної виборчої комісії із заявою про складення своїх повноважень
2117| clause 9 part 2 article 143 as amended by law no 805ix of 16 july 2020|пункт 9 частини другої статті 143 в редакції закону  805ix від 16072020
2010|" article 140
 establishment of constituency election commissions"|стаття 140 утворення окружних виборчих комісій
3927| 5 autobiography of candidate for village town city mayor in a paper copy and in electronic format according to the form established by the central election commission which should contain the obligatory information as follows last name given name all given names and patronymic if available all previous last names given names patronymics and dates of their change if an individual changed last name andor given name one of given names or all given names andor patronymic during the last five years prior to the nomination for village town city mayor day month year and place of birth citizenship information on education position occupation place of work party membership address of place of residence presence or absence of a representative mandate contact phone number information on presence or absence of a criminal record date of compiling the autobiography and the signature of the candidate for village town city mayor the autobiography shall be printed|5 автобіографії кандидата на посаду сільського селищного міського голови на паперовому носії та в електронному вигляді що обовязково повинна містити прізвище власне імя всі власні імена та по батькові за наявності всі попередні прізвища власні імена по батькові та дати їх зміни якщо особа протягом останніх пяти років до дня висування кандидатом на посаду сільського селищного міського голови змінювала прізвище таабо власне імя одне з власних імен чи всі власні імена таабо по батькові число місяць рік і місце народження громадянство відомості про освіту посаду заняття місце роботи партійність адресу місця проживання наявність чи відсутність представницького мандата контактний номер телефону відомості про наявність чи відсутність судимості дату складання автобіографії та підпис кандидата на посаду сільського селищного міського голови складається у друкованому вигляді
4108| it is not allowed to amend information posters and information booklets of the party organisations which are participants of the election process without a decision of the respective territorial election commission|вносити зміни до інформаційних плакатів та інформаційних буклетів організацій партій  субєктів виборчого процесу без рішення відповідної територіальної виборчої комісії забороняється
2232| part 8 of article 146 as revised by law no 805ix of 16 july 2020|частина восьма статті 146 в редакції закону  805ix від 16072020
4816| 3 education|3 освіта
4013| 1 violation of the procedure of candidate nomination established by this code including exceeding established by this code maximum number of candidates for memberscouncillors in the joint electoral list and territorial electoral list of a party organisation in the elections of members of the verkhovna rada of the autonomous republic of crimea oblast raion district city village town councillors councillors of a territorial community with at least 10000 voters candidates for councillors in each multimember constituency in elections of village town city councillors councillors of a territorial community with at least 10000 voters who may be nominated by party organisations |1 порушення встановленого цим кодексом порядку висування кандидатів у тому числі перевищення встановленої цим кодексом кількості кандидатів у депутати у єдиному виборчому списку та територіальному виборчому списку організації партії на виборах депутатів верховної ради автономної республіки крим обласної районної районної у місті а також міської сільської селищної ради територіальної громади з кількістю виборців 10 тисяч і більше кандидатів у депутати в кожному багатомандатному окрузі на виборах депутатів сільських селищних міських рад територіальних громад з кількістю виборців до 10 тисяч які можуть бути висунуті організаціями партій
3189| 2 elections of members of the verkhovna rada of the autonomous republic of crimea oblast raion district councillors as well as city village town councillors councillors of territorial communities with at least 10000 voters shall be held according to the system of proportional representation using open electoral lists of local political party organisations hereinafter electoral lists in territorial constituencies which shall be subdivisions of the joint multimember constituency coinciding respectively with the territory of the autonomous republic of crimea oblast raion city district village or town according to the administrative and territorial structure or the territory of city village or town territorial community|2 вибори депутатів верховної ради автономної республіки крим обласних районних районних у місті рад а також депутатів міських сільських селищних рад територіальних громад з кількістю виборців 10 тисяч і більше проводяться за системою пропорційного представництва за відкритими виборчими списками місцевих організацій політичних партій далі  виборчі списки у територіальних виборчих округах на які поділяється єдиний багатомандатний виборчий округ що збігається з територією відповідно автономної республіки крим області району міста району в місті села селища згідно з адміністративнотериторіальним устроєм або територією міської сільської селищної територіальної громади
4042| clause 1 part 1 article 231 as revised by law no 805ix of 16 july 2020|пункт 1 частини першої статті 231 в редакції закону  805ix від 16072020
2761| 4 the chairperson of the precinct election commission shall make all ballot boxes at the precinct one by one available for individual examination by members of the precinct election commission present candidates for mps authorised persons of parties official observers and mass media representatives as soon as a ballot box has been examined it shall be sealed or if that is impossible affixed with the seal of the precinct election commission after that a control sheet shall be dropped into the ballot box with the indication of the number of the territorial constituency or an indication of it being the foreign constituency the number of the election precinct the time when the control sheet was dropped into the ballot box and with the signatures of all precinct election commission members present as well as of any candidates for mps parties authorised persons and official observers wishing to sign it the signatures shall be certified with the seal of the election commission as soon as the control sheet has been dropped into the ballot box the chairperson of the election commission shall provide the next ballot box for examination repeating the same procedure after sealing or affixing the commission seal to the last ballot box dropping a control sheet into it and placing the stationary large ballot boxes at the places assigned for them the premises for voting shall be deemed to be ready for conducting the voting portable small ballot boxes shall be placed in the premises for voting with their slots for putting in the voting ballots downwards within plain view of the members of the election commission and other persons present in the voting premises during the voting in accordance with the requirements of this code|4 голова дільничної виборчої комісії надає для огляду членам дільничної виборчої комісії присутнім кандидатам у депутати уповноваженим особам партій офіційним спостерігачам представникам засобів масової інформації почергово всі наявні на виборчій дільниці виборчі скриньки після огляду кожна виборча скринька опломбовується або у разі неможливості опечатується печаткою дільничної виборчої комісії після чого до неї вкидається контрольний лист у якому зазначаються номер територіального округу або позначення що він є закордонним номер виборчої дільниці час вкидання контрольного листа до виборчої скриньки підписи присутніх членів дільничної виборчої комісії та за бажанням кандидатів у депутати уповноважених осіб партій офіційних спостерігачів підписи скріплюються печаткою виборчої комісії після вкидання контрольного листа до виборчої скриньки голова виборчої комісії надає для огляду наступну виборчу скриньку і проводить з нею ту саму процедуру після пломбування або опечатування останньої виборчої скриньки і вкидання до неї контрольного листа та встановлення стаціонарних великих виборчих скриньок на відведені для них місця приміщення для голосування вважається готовим до проведення голосування переносні малі виборчі скриньки розміщуються у приміщенні для голосування отворами для виборчих бюлетенів униз у полі зору членів виборчої комісії та інших осіб присутніх у приміщенні для голосування під час голосування відповідно до вимог цього кодексу
4829| part 1 of article 260 as revised by law no 805ix of 16 july 2020|частина перша статті 260 в редакції закону  805ix від 16072020
4539| part 29 of article 250 has been appended with a new paragraph under law no 805ix of 16 july 2020|частину двадцять девяту статті 250 доповнено новим абзацом згідно із законом  805ix від 16072020
208| 6 the national agency on corruption prevention shall ensure publication of political parties reports on assets financial income expenses and obligations financial reports on receipt and use of financial resources of election funds which are submitted by election fund administrators in the public part of the unified state register|6 національне агентство з питань запобігання корупції забезпечує оприлюднення у публічній частині єдиного державного реєстру звітності політичних партій про майно доходи витрати і зобовязання фінансового характеру фінансових звітів про надходження та використання коштів виборчих фондів поданих розпорядниками відповідних виборчих фондів
2848| 11 the precinct election commission should count voters who received ballots for voting by counting signatures of voters and inscriptions voted at hisher place of stay in the voter list this number shall be announced|11 дільнична виборча комісія підраховує кількість виборців які отримали виборчі бюлетені для голосування за підписами виборців у списку виборців та відмітками голосував за місцем перебування у списку виборців ця кількість оголошується
704| 1 a nongovernmental organisation whose mandate includes issues of election process and its observation and which is registered in accordance with the procedure prescribed by law may apply to the central election commission not later than fifty days prior to the voting day in a national election and not later than forty days prior to local election with a request for permission to have official observers during the respective election|1 громадська організація до статутної діяльності якої належать питання виборчого процесу та спостереження за ним зареєстрована в установленому законом порядку може звернутися до центральної виборчої комісії не пізніш як за пятдесят днів до дня голосування на загальнодержавних виборах та не пізніш як за сорок днів  на місцевих виборах з клопотанням про дозвіл мати офіційних спостерігачів під час відповідних виборів
3133| 2 year of birth|2 рік народження
105| 3 failure to receive a response to the request shall not be grounds for suspending or extending the periods established by this code for the central election commission the territorial election commission to make a decision to register a candidate or to deny himher registration in the respective election receiving a response to the request by the central election commission the territorial election commission which proves the existence of circumstances depriving a person nominated by a candidate in the respective elections of the right to be elected after the respective election commission resolves to register such candidate shall be the grounds for making a decision to cancel the registration of that candidate|3 ненадходження відповіді на запит не є підставою для зупинення чи подовження строків встановлених цим кодексом для прийняття центральною виборчою комісією територіальною виборчою комісією рішення про реєстрацію або про відмову в реєстрації кандидата на відповідних виборах надходження на запит центральної виборчої комісії територіальної виборчої комісії відповіді що підтверджує наявність обставин які позбавляють особу висунуту кандидатом на відповідних виборах права бути обраною після прийняття відповідною виборчою комісією рішення про реєстрацію такого кандидата є підставою для прийняття рішення про скасування реєстрації відповідного кандидата
3125| 2 candidates who have received a number of votes of voters equal to or exceeding 25 percent of the electoral quota are to be placed at the beginning of the regional electoral list of the respective party in decreasing order of percentage of votes cast by voters in support of the respective candidate in case of an equal percentage of votes the candidate placed higher in the regional electoral list of candidates from the party shall be placed on a higher position after the candidates who have received a number of votes which is equal or greater than 25 percent of the electoral quota other candidates shall be placed in the regional electoral list in the order determined by the party while nominating candidates|2 кандидати у депутати які отримали кількість голосів виборців яка дорівнює або перевищує 25 відсотків розміру виборчої квоти розміщуються на початку регіонального виборчого списку відповідної партії у порядку зменшення кількості голосів виборців які підтримали відповідного кандидата у депутати при рівній кількості голосів вище місце займає кандидат розміщений вище у регіональному виборчому списку кандидатів від партії після кандидатів у депутати які отримали кількість голосів виборців яка дорівнює або перевищує 25 відсотків розміру виборчої квоти у регіональному виборчому списку розміщуються інші кандидати у черговості визначеній партією при висуванні кандидатів
4519| 1 for elections of members of the verkhovna rada of the autonomous republic of crimea oblast raion district city village town councillors councillors of a territorial community with at least 10000 voters|1 з виборів депутатів верховної ради автономної республіки крим обласної районної районної у місті а також міської сільської селищної ради територіальної громади з кількістю виборців 10 тисяч і більше
2705| it shall be prohibited to amend the voting ballot without a decision of the central election commission|вносити зміни до виборчого бюлетеня без рішення центральної виборчої комісії забороняється
1257| 3 a onetime monetary bonus may be accrued and paid out to members of the election commissions within the limits of general savings on the work remuneration fund envisaged by the expenditure estimate of the respective constituency election commission for the preparation and conduct of the elections of the president of ukraine according to the procedure set by the central election commission|3 членам виборчих комісій у межах загальної економії фонду оплати праці передбаченого кошторисом видатків відповідної окружної виборчої комісії на підготовку та проведення виборів президента україни може бути нарахована і виплачена одноразова грошова винагорода в порядку встановленому центральною виборчою комісією
1089| the provisions of this part concerning the right to a proportional share of each category of administrative positions shall apply only in the establishment of precinct election commissions in case of the formation of a precinct election commission because of early termination of the powers of its previous membership the provisions of this part shall not apply|положення цієї частини щодо права на пропорційну частку кожної категорії керівних посад застосовуються лише при утворенні дільничних виборчих комісій у разі формування дільничної виборчої комісії внаслідок дострокового припинення повноважень її попереднього складу положення цієї частини не застосовуються
238| 6 the decision on the constituencys seat location shall be made when creating a constituency|6 при утворенні територіального округу одночасно приймається рішення щодо його центру
4710| 1 territorial election commissions shall establish the voting results by drawing up a respective statement for the following local elections|1 територіальні виборчі комісії встановлюють підсумки голосування шляхом складання відповідного протоколу з таких місцевих виборів
2519| 6 information posters of the party that are participants of the election process shall be transferred to the respective election commissions together with voting ballots|6 інформаційні плакати партій  субєктів виборчого процесу передаються відповідним дільничним виборчим комісіям разом із виборчими бюлетенями
1812| the statement shall specify the date and time hour and minutes of signing thereof by the members of the constituency election commission in the absence of a member of the constituency election commissions signature the reason for the lack of signature shall be indicated in the statement opposite hisher last name the candidates their proxies and official observers who were present at the establishment of the voting results within the territorial constituency shall have the right to sign the first copy of the statement if the constituency election commission detects shortcomings a clerical or numerical error after signing the aforementioned statement but before it is transferred to the central election commission it shall consider at its meeting making amendments thereto by way of drawing up a new statement marked as corrected the statement marked as corrected shall be drawn up and signed in the manner and in the number of copies as prescribed by this article|у протоколі зазначаються дата і час година і хвилини його підписання членами окружної виборчої комісії у разі відсутності підпису члена окружної виборчої комісії у протоколі напроти його прізвища зазначається причина відсутності підпису перший примірник протоколу мають право підписати кандидати їх довірені особи та офіційні спостерігачі які були присутні при встановленні підсумків голосування в межах територіального округу якщо після підписання зазначеного протоколу до відправки його до центральної виборчої комісії окружна виборча комісія виявила в ньому неточності описку чи помилку у цифрах вона на своєму засіданні розглядає питання про внесення змін до протоколу шляхом складення нового протоколу на якому робиться позначка уточнений протокол з позначкою уточнений виготовляється і підписується у порядку та в кількості примірників встановлених цією статтею
4991| the byelections shall be called by the territorial election commission within ten days from the date of receipt by the commission of the notification of the respective local council on the early termination of the councillor but not later than sixty days before the next byelections determined in accordance with the provisions of article 5 of this code|проміжні вибори депутатів призначаються територіальною виборчою комісією у десятиденний строк з дня надходження до комісії повідомлення відповідної місцевої ради про дострокове припинення повноважень депутата ради але не пізніш як за шістдесят днів до дня проведення найближчих проміжних виборів визначеного відповідно до положень статті 5 цього кодексу
4206| the respective election commission shall register candidates proxies and issue them ids according to the form established by the central election commission not later than in three days upon receipt of the application|відповідна виборча комісія не пізніше трьох днів з дня надходження подання реєструє довірених осіб кандидата та видає їм посвідчення за формою встановленою центральною виборчою комісією
3320| 3 no decision shall be made to establish a joint village town or city constituency|3 рішення про утворення єдиного сільського селищного міського виборчого округу не приймається
4556| part 37 of article 250 as revised by law no 805ix of 16 july 2020|частина тридцять сьома статті 250 в редакції закону  805ix від 16072020
2175| 11 synthesise the information concerning applications and complaints filed with the precinct election commission regarding the process of election of mps as well as the results of their consideration post this information on the official information stand of the commission for general access and submit it to the central election commission for publication on its official website|11 узагальнює інформацію щодо поданих до дільничної виборчої комісії звернень що стосуються процесу виборів депутатів а також результатів їх розгляду вивішує цю інформацію на стенді офіційних матеріалів комісії для загального ознайомлення та подає її до окружної виборчої комісії для узагальнення та передачі до центральної виборчої комісії для розміщення на її офіційному вебсайті
757| 3 the voting premises for a small election precinct must have an area of not less than 50 square meters for a midsized election precinct  not less than 75 square meters and for a large one  not less than 90 square meters|3 приміщення для голосування для малої виборчої дільниці повинно мати площу не менше 50 квадратних метрів середньої  не менше 75 квадратних метрів великої  не менше 90 квадратних метрів
1527| 3 to stay in election precincts during the voting process observe the actions of the election commission members including when voting ballots are given to voters when votes are counted at the election precinct and voting results are establishing without physically hindering the actions of the election commission members|3 перебувати на виборчих дільницях під час голосування спостерігати за діями членів виборчої комісії у тому числі під час видачі виборчих бюлетенів виборцям і підрахунку голосів виборців на виборчій дільниці та встановлення підсумків голосування не перешкоджаючи при цьому членам виборчої комісії фізично
1294| if an individual or a legal entity has or can have a decisive impact on the activity of one or several legal entities including being the end beneficiary owner controller of a legal entity contributions from this individual or legal entity and legal entities under their control shall be considered to be a contribution coming from one personentity and shall be limited to the maximum annual amount of contributions in support of a party as established in the law of ukraine on political parties in ukraine|якщо фізична або юридична особа здійснює або може здійснювати вирішальний вплив на діяльність однієї або кількох юридичних осіб зокрема є кінцевим бенефіціарним власником контролером юридичної особи внески такої фізичної або юридичної особи і підконтрольних їй юридичних осіб вважаються внеском однієї особи і обмежуються розміром максимального внеску на підтримку партії протягом року встановленим законом україни про політичні партії в україні
2595| documents for registration of a proxy may be submitted to the central election commission by means of electronic services in the manner prescribed by the central election commission|документи для реєстрації довіреної особи можуть подаватися до центральної виборчої комісії за допомогою електронних сервісів у порядку встановленому центральною виборчою комісію
4110| the form and procedure for manufacturing storage and transfer to election commissions of the droppedout stamp shall be approved by the central election commission not later than twentysix days before the regular local election day territorial election commissions shall ensure the production of the aforementioned stamps not later than seven days prior to the election day or use previously produced stamps the droppedout stamps shall be delivered to the respective territorial election commissions or directly to precinct election commissions simultaneously with information posters and information booklets of the parties participating in the election process stamps droppedout shall be stored in the respective territorial election commission|форма порядок виготовлення зберігання та передачі виборчим комісіям штампа вибув затверджуються центральною виборчою комісією не пізніш як за двадцять шість днів до дня чергових місцевих виборів територіальні виборчі комісії не пізніш як за сім днів до дня виборів забезпечують виготовлення таких штампів або використовують штампи які були виготовлені раніше штампи вибув передаються відповідним територіальним виборчим комісіям або безпосередньо дільничним виборчим комісіям одночасно з інформаційними плакатами та інформаційними буклетами організацій партій  субєктів виборчого процесу штампи вибув зберігаються у відповідній територіальній виборчій комісії
1570| the technical wastes printing defects and printing forms shall be destroyed in the manner and terms specified in the contract for the production of voting ballots|технічні відходи поліграфічний брак друкарські форми знищуються в порядку та строки визначені угодою про виготовлення виборчих бюлетенів
1638| part 1 of article 119 as revised by law no 805ix of 16 july 2020|частина перша статті 119 в редакції закону  805ix від 16072020
2351| paragraph 2 part 5 article 153 as amended by law no 805ix of 16 july 2020|абзац другий частини пятої статті 153 із змінами внесеними згідно із законом  805ix від 16072020
4400| 7 on the ballot for voting in elections of members of the verkhovna rada of the autonomous republic of crimea oblast raion district city village town councillors councillors of a territorial community with at least 10000 voters the voter having determined the party organisation heshe is voting for shall make a plus  mark or another mark certifying the voters expression of will in an empty square opposite the name of this political party organisation and may insert the sequential number of the candidate for membercouncillor heshe supports in a square with a stencil for writing down the candidates number|7 у виборчому бюлетені з виборів депутатів верховної ради автономної республіки крим обласної районної районної у місті а також депутатів міської селищної сільської територіальної громади з кількістю виборців 10 тисяч і більше ради виборець визначивши організацію партії за яку він голосує у порожньому квадраті навпроти назви цієї організації політичної партії робить позначку плюс  або іншу що засвідчує його волевиявлення а у квадраті із нанесеним трафаретом для написання номера кандидата може вписати порядковий номер кандидата у депутати якого він підтримує
2473| in the absence of information required by this code in documents submitted by the party for registration the respective submitting entity shall be notified of it without delay any shortcomings identified in the submitted documents may be eliminated by submitting not later than the next day after receiving the specified notification corrected or other documents for registration of the candidate candidates for mps if no corrected or other documents have been submitted within this period the respective documents shall be deemed to be missing|у разі відсутності в поданих партією на реєстрацію документах інформації яка обовязково повинна бути зазначена відповідно до вимог цього кодексу про це невідкладно повідомляється відповідний субєкт подання документів виявлені недоліки у поданих документах можуть бути усунуті шляхом подання не пізніше наступного дня після отримання зазначеного повідомлення уточнених або інших документів для реєстрації кандидата кандидатів у депутати якщо уточнені або інші документи не надійшли у цей строк відповідні документи вважаються відсутніми
3467| 2 create territorial and multimember constituencies pursuant to this code delimit their boundaries and provide uniform numeration and determine the number of mandates to be distributed in multimember constituencies|2 утворює територіальні багатомандатні виборчі округи відповідно до цього кодексу встановлює їхні межі та єдину нумерацію визначає кількість мандатів які розподіляються у багатомандатних виборчих округах
4227| 7 address to the respective election commission with an application to remedy the violations found|7 звертатися до відповідної виборчої комісії із заявою про усунення виявлених порушень
4200| 5 a person doing an alternative nonmilitary service|5 особа яка проходить альтернативну невійськову службу
1980| 4 election region no 4 dnipro dnipropetrovsk oblast|4 виборчий регіон  4 дніпровський  дніпропетровська область
178| 2 the requirements of article 9 of law of ukraine on personal data protection regarding the notification of the ukrainian parliament commissioner for human rights on the processing of personal data shall not not apply to legal relationships arising during the election process namely the processing of personal data by election commissions legal entities and individuals in connection with the preparation submission and processing of documents provided for in this code|2 вимоги статті 9 закону україни про захист персональних даних щодо повідомлення уповноваженого верховної ради україни з прав людини про обробку персональних даних не поширюються на правовідносини що виникають в ході виборчого процесу а саме на здійснення обробки персональних даних виборчими комісіями юридичними та фізичними особами у звязку з підготовкою поданням та опрацюванням документів передбачених цим кодексом
1262|" article 93
 general principles for the election funds establishment and operation"|стаття 93 загальні засади утворення та функціонування виборчого фонду
4235| 15 documents for registration of a candidates proxy may be submitted to the respective election commission by means of electronic services in the manner prescribed by the central election commission|15 документи для реєстрації довіреної особи кандидата можуть подаватися до відповідної виборчої комісії за допомогою електронних сервісів у порядку встановленому центральною виборчою комісією
4508| 25 if the constituency designations numbers andor the election precinct number indicated on the voting ballot do not correspond to the designation number of the respective constituency andor the number of election precinct where the votes are being counted such voting ballots should not be counted when determining the total number of voters who took part in the voting and when counting votes|25 якщо зазначені на виборчому бюлетені позначення номер виборчого округу таабо номер виборчої дільниці не відповідають позначенню номеру відповідного виборчого округу таабо номеру виборчої дільниці на якій проводиться підрахунок голосів такі виборчі бюлетені вважаються такими що не підлягають врахуванню при встановленні загальної кількості виборців які взяли участь у голосуванні та при підрахунку голосів виборців
